,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
332,C. Benteke,26,190,83,Crystal Palace,75000,73,79,65,73,33,,,,,
333,L. HrÃ¡deckÃ½,27,190,80,Eintracht Frankfurt,28000,,,,,,79,77,73,41,79
334,Marcos Alonso,26,188,84,Chelsea,115000,77,69,76,77,77,,,,,
335,MÃ¡rio Fernandes,26,187,80,PFC CSKA Moscow,52000,84,62,73,76,80,,,,,
336,D. Lovren,27,188,84,Liverpool,110000,56,40,59,63,81,,,,,
337,K. Kampl,26,178,67,RB Leipzig,73000,80,68,77,84,58,,,,,
338,G. Krychowiak,27,186,85,West Bromwich Albion,81000,65,58,72,66,79,,,,,
339,S. Coates,26,196,92,Sporting CP,21000,58,40,53,60,81,,,,,
340,Bartra,26,184,73,Borussia Dortmund,61000,77,52,70,73,82,,,,,
341,J. Cillessen,28,185,83,FC Barcelona,125000,,,,,,79,83,74,52,81
342,Nacho FernÃ¡ndez,27,179,75,Real Madrid,145000,76,37,65,63,81,,,,,
343,A. KramariÄ,26,177,73,TSG 1899 Hoffenheim,50000,73,81,70,84,26,,,,,
344,S. KjÃ¦r,28,189,90,Sevilla FC,23000,64,55,64,53,81,,,,,
345,S. JovetiÄ,27,183,79,AS Monaco,48000,77,81,75,84,34,,,,,
346,M. Sakho,27,187,83,Crystal Palace,63000,61,33,62,56,80,,,,,
347,Giuliano,27,172,68,FenerbahÃ§e SK,80000,81,76,77,82,45,,,,,
348,R. Boudebouz,27,177,74,Real Betis,32000,76,78,82,81,33,,,,,
349,S. Rudy,27,180,74,FC Bayern Munich,105000,71,67,80,80,74,,,,,
350,C. Smalling,27,194,81,Manchester United,120000,72,46,56,59,81,,,,,
351,W. Ben Yedder,26,170,68,Sevilla FC,26000,83,79,75,85,34,,,,,
352,S. Zaza,26,186,84,Valencia CF,44000,79,80,59,77,38,,,,,
353,Dani GarcÃ­a,27,180,75,SD Eibar,26000,48,58,74,71,73,,,,,
354,S. Eto'o,36,179,75,Antalyaspor,22000,74,83,74,79,37,,,,,
355,Fernando Torres,33,186,78,Atlético Madrid,68000,76,78,71,79,25,,,,,
356,T. Motta,34,187,83,Paris Saint-Germain,81000,32,64,76,67,76,,,,,
357,P. Mertesacker,32,198,90,Arsenal,110000,27,41,55,47,85,,,,,
358,W. Rooney,31,176,83,Everton,120000,68,81,81,76,52,,,,,
359,MoyÃ¡,33,189,82,Atlético Madrid,46000,,,,,,85,78,82,39,81
360,C. Carrasso,35,187,93,Galatasaray SK,34000,,,,,,78,79,81,40,79
361,B. Schweinsteiger,32,183,79,Chicago Fire,13000,39,75,81,73,74,,,,,
362,V. Enyeama,34,184,87,LOSC Lille,40000,,,,,,76,80,74,52,77
363,D. Srna,35,178,72,Shakhtar Donetsk,1000,73,75,85,75,78,,,,,
364,G. RodrÃ­guez,33,182,79,San Lorenzo de Almagro,27000,68,47,61,65,83,,,,,
365,Gabi,33,180,74,Atlético Madrid,62000,64,73,79,76,75,,,,,
366,A. Gignac,31,187,89,Tigres U.A.N.L.,84000,72,83,72,73,39,,,,,
367,Dante,33,188,85,OGC Nice,39000,45,52,67,63,82,,,,,
368,H. Ben Arfa,30,178,74,Paris Saint-Germain,88000,76,77,77,86,35,,,,,
369,T. Heaton,31,188,86,Burnley,51000,,,,,,80,79,76,54,80
370,M. Å krtel,32,191,81,FenerbahÃ§e SK,73000,61,38,51,52,82,,,,,
371,RaÃºl GarcÃ­a,30,184,81,Athletic Club de Bilbao,32000,57,76,82,76,66,,,,,
372,K. Mirallas,29,182,72,Everton,125000,83,77,77,83,46,,,,,
373,D. Astori,30,188,80,Fiorentina,68000,68,36,53,60,84,,,,,
374,S. Mignolet,29,193,87,Liverpool,91000,,,,,,80,76,65,56,78
375,M. Valbuena,32,167,63,FenerbahÃ§e SK,86000,80,75,79,83,29,,,,,
376,AdÃ¡n,30,191,88,Real Betis,24000,,,,,,80,83,72,55,81
377,S. Coleman,28,177,67,Everton,115000,73,66,72,78,80,,,,,
378,A. Rami,31,190,90,Olympique de Marseille,35000,53,54,48,58,81,,,,,
379,K. Mitroglou,29,188,89,Olympique de Marseille,44000,58,81,64,72,19,,,,,
380,M. Parolo,32,184,75,Lazio,60000,71,76,76,76,77,,,,,
381,D. Perotti,28,179,70,Roma,84000,81,71,78,85,32,,,,,
382,N. KaliniÄ,29,187,80,Milan,84000,73,79,64,75,35,,,,,
383,Paulinho,28,181,81,FC Barcelona,165000,76,74,74,77,77,,,,,
384,Iturraspe,28,187,75,Athletic Club de Bilbao,33000,59,63,77,70,79,,,,,
385,De Marcos,28,182,78,Athletic Club de Bilbao,31000,86,62,73,78,74,,,,,
386,Illarramendi,27,179,75,Real Sociedad,37000,60,66,77,79,77,,,,,
387,Y. Belhanda,27,177,75,Galatasaray SK,71000,75,77,79,84,56,,,,,
388,A. Yarmolenko,27,189,81,Borussia Dortmund,72000,81,78,80,83,37,,,,,
389,Lucas PÃ©rez,28,180,73,Deportivo de La CoruÃ±a,135000,81,82,76,80,31,,,,,
390,J. Vardy,30,179,74,Leicester City,89000,91,79,63,77,51,,,,,
391,Y. Tielemans,20,176,72,AS Monaco,35000,53,79,80,77,68,,,,,
392,M. Rashford,19,185,70,Manchester United,86000,92,76,72,82,34,,,,,
393,D. Rugani,22,190,82,Juventus,88000,61,39,53,64,83,,,,,
394,J. Brandt,21,183,82,Bayer 04 Leverkusen,49000,81,73,76,84,26,,,,,
395,Denis SuÃ¡rez,23,176,69,FC Barcelona,140000,79,74,81,84,51,,,,,
396,Arrizabalaga,22,188,83,Athletic Club de Bilbao,20000,,,,,,78,81,75,33,76
397,Grimaldo,21,171,69,SL Benfica,12000,86,60,72,82,75,,,,,
398,P. ZieliÅski,23,180,75,Napoli,64000,83,69,79,83,62,,,,,
399,Malcom,20,171,75,FC Girondins de Bordeaux,47000,83,75,76,83,26,,,,,
400,Ricardo Pereira,23,175,70,FC Porto,15000,88,62,77,81,77,,,,,
401,Jemerson,24,184,77,AS Monaco,35000,63,35,51,59,81,,,,,
402,S. MilinkoviÄ-SaviÄ,22,191,76,Lazio,52000,71,71,73,79,73,,,,,
403,O. Ãzyakup,24,180,75,Be?ikta? J.K.,54000,75,74,83,80,59,,,,,
404,A. Oxlade-Chamberlain,23,175,70,Liverpool,105000,88,70,74,84,52,,,,,
405,L. Kurzawa,24,182,74,Paris Saint-Germain,69000,77,69,77,78,77,,,,,
406,J. Brooks,24,193,78,VfL Wolfsburg,57000,74,39,57,63,81,,,,,
407,M. Batshuayi,23,185,86,Chelsea,120000,79,80,59,77,27,,,,,
408,E. Can,23,184,82,Liverpool,105000,71,67,77,77,78,,,,,
409,Fred,24,169,64,Shakhtar Donetsk,1000,82,70,76,82,71,,,,,
410,Samu Castillejo,22,182,67,Villarreal CF,36000,86,67,79,82,37,,,,,
411,N. Bentaleb,22,187,78,FC Schalke 04,42000,67,71,77,81,70,,,,,
412,T. Hazard,24,174,69,Borussia MÃ¶nchengladbach,44000,81,78,80,85,37,,,,,
413,L. Karius,24,189,75,Liverpool,71000,,,,,,84,74,74,50,76
414,M. NastasiÄ,24,188,83,FC Schalke 04,38000,70,31,58,50,82,,,,,
415,K. Demirbay,23,182,72,TSG 1899 Hoffenheim,40000,68,73,79,82,53,,,,,
416,Alex Telles,24,181,71,FC Porto,15000,83,61,77,78,75,,,,,
417,Alisson,24,191,91,Roma,45000,,,,,,75,76,70,39,78
418,E. Lamela,25,181,80,Tottenham Hotspur,96000,76,77,79,82,45,,,,,
419,J. McCarthy,26,180,72,Everton,110000,70,60,75,74,77,,,,,
420,S. El Shaarawy,24,178,72,Roma,71000,87,75,70,84,31,,,,,
421,R. Pereyra,26,182,77,Watford,69000,78,66,80,81,68,,,,,
422,Hugo Mallo,26,173,69,RC Celta,29000,74,40,70,74,77,,,,,
423,Pablo Sarabia,25,174,70,Sevilla FC,23000,76,73,80,83,30,,,,,
424,L. Muriel,26,179,79,Sevilla FC,26000,89,77,68,85,25,,,,,
425,K. Volland,24,179,81,Bayer 04 Leverkusen,59000,77,81,78,79,39,,,,,
426,Leo Baptistao,24,181,72,RCD Espanyol,36000,79,77,69,80,28,,,,,
427,S. KolaÅ¡inac,24,183,85,Arsenal,91000,78,53,61,64,78,,,,,
428,Sidnei,27,185,83,Deportivo de La CoruÃ±a,29000,51,50,59,68,80,,,,,
429,K. Vogt,25,194,85,TSG 1899 Hoffenheim,40000,76,57,69,67,79,,,,,
430,Y. Rakitskyi,27,180,70,Shakhtar Donetsk,1000,72,68,76,72,81,,,,,
431,J. Guilavogui,26,188,77,VfL Wolfsburg,66000,70,59,66,67,81,,,,,
432,Allan,26,175,74,Napoli,74000,77,64,75,78,79,,,,,
433,J. dos Santos,27,172,74,LA Galaxy,13000,66,68,82,81,59,,,,,
434,S. Bender,28,185,81,Bayer 04 Leverkusen,59000,70,51,61,60,82,,,,,
435,M. Darmian,27,182,70,Manchester United,120000,77,58,69,75,80,,,,,
436,D. Welbeck,26,185,73,Arsenal,130000,84,74,71,79,37,,,,,
437,F. Smolov,27,187,80,FC Krasnodar,59000,87,80,70,76,32,,,,,
438,Ganso,27,184,78,Sevilla FC,24000,35,75,85,81,38,,,,,
439,A. Dzagoev,27,179,75,PFC CSKA Moscow,57000,77,74,78,78,71,,,,,
440,Daniel CarriÃ§o,28,180,80,Sevilla FC,23000,57,53,68,63,80,,,,,
441,M. Antonio,27,180,80,West Ham United,120000,85,74,70,81,52,,,,,
442,D. Blind,27,180,72,Manchester United,120000,60,56,79,76,80,,,,,
443,A. SchÃ¼rrle,26,184,73,Borussia Dortmund,66000,83,82,74,80,38,,,,,
444,R. Soriano,26,182,76,Villarreal CF,42000,77,77,80,81,63,,,,,
445,D. Didavi,27,180,78,VfL Wolfsburg,73000,77,81,76,81,52,,,,,
446,Sergi Enrich,27,181,77,SD Eibar,31000,66,77,69,75,42,,,,,
447,T. Stepanenko,27,181,75,Shakhtar Donetsk,1000,67,61,71,69,79,,,,,
448,J. Hector,27,185,75,1. FC Köln,42000,77,60,76,75,79,,,,,
449,M. Carrick,35,188,74,Manchester United,86000,44,65,81,72,75,,,,,
450,JÃºlio CÃ©sar,37,186,79,SL Benfica,8000,,,,,,83,77,62,41,77
451,J. Defoe,34,171,65,Bournemouth,87000,74,85,61,79,25,,,,,
452,P. Evra,36,174,75,Olympique de Marseille,25000,71,51,71,76,80,,,,,
453,P. Jagielka,34,180,87,Everton,110000,50,46,58,55,82,,,,,
454,C. Kameni,33,186,86,FenerbahÃ§e SK,59000,,,,,,84,82,74,45,76
455,J. Mathieu,33,189,84,Sporting CP,21000,72,62,67,60,81,,,,,
456,M. Topal,31,187,82,FenerbahÃ§e SK,73000,68,66,67,73,82,,,,,
457,A. Hutchinson,34,187,83,Be?ikta? J.K.,56000,69,65,75,75,77,,,,,
458,Gomes,36,191,91,Watford,33000,,,,,,83,75,60,51,77
459,J. Milner,31,175,70,Liverpool,110000,67,74,82,77,76,,,,,
460,KakÃ¡,35,186,83,Orlando City SC,10000,62,76,79,78,30,,,,,
461,F. Marchetti,34,188,83,Lazio,44000,,,,,,80,78,66,52,78
462,A. Mirante,33,193,79,Bologna,48000,,,,,,82,80,64,43,78
463,F. Belluschi,33,173,78,San Lorenzo de Almagro,30000,70,75,81,79,59,,,,,
464,Javi Fuego,33,182,75,RCD Espanyol,34000,56,60,72,67,78,,,,,
465,L. Podolski,32,182,83,Vissel Kobe,13000,78,84,75,77,39,,,,,
466,A. Granqvist,32,192,84,FC Krasnodar,50000,48,58,59,55,82,,,,,
467,Manuel Fernandes,31,176,75,Lokomotiv Moscow,54000,79,76,79,83,66,,,,,
468,S. Kalou,31,184,77,Hertha BSC,38000,68,78,73,85,33,,,,,
469,K. El Ahmadi,32,179,78,Feyenoord,23000,65,62,74,76,72,,,,,
470,V. IbiÅ¡eviÄ,32,188,82,Hertha BSC,41000,53,80,68,72,31,,,,,
471,B. Foster,34,193,90,West Bromwich Albion,60000,,,,,,79,79,73,49,77
472,L. FabiaÅski,32,190,83,Swansea City,60000,,,,,,77,84,70,48,78
473,T. Walcott,28,176,68,Arsenal,125000,91,75,72,80,38,,,,,
474,G. Paletta,31,190,80,Milan,96000,51,33,42,54,83,,,,,
475,G. Cabral,31,182,81,RC Celta,29000,42,31,56,56,81,,,,,
476,D. Basta,32,183,72,Lazio,54000,76,67,71,76,80,,,,,
477,V. Denisov,30,178,75,Lokomotiv Moscow,50000,83,51,67,71,79,,,,,
478,Jardel,31,192,87,SL Benfica,16000,60,42,52,51,81,,,,,
479,Renato Augusto,29,186,86,Brazil,0,67,73,80,82,66,,,,,
480,R. Bertrand,27,179,85,Southampton,86000,79,53,71,77,79,,,,,
481,A. Guardado,30,169,67,Real Betis,32000,76,64,80,82,67,,,,,
482,Coke,30,177,74,FC Schalke 04,44000,75,63,70,74,79,,,,,
483,D. Wass,28,181,74,RC Celta,33000,75,73,80,79,66,,,,,
484,D. Criscito,30,183,75,Zenit St. Petersburg,67000,77,61,74,72,78,,,,,
485,A. Candreva,30,180,72,Inter,74000,78,80,77,81,56,,,,,
486,S. Romero,30,192,87,Manchester United,97000,,,,,,78,76,81,45,78
487,H. Moreno,29,183,80,Roma,71000,66,49,65,62,81,,,,,
488,Marcano,30,187,77,FC Porto,18000,68,45,59,59,81,,,,,
489,K. Boateng,30,186,86,Eintracht Frankfurt,41000,73,77,77,79,67,,,,,
490,Pedro LeÃ³n,30,183,73,SD Eibar,29000,67,76,83,82,40,,,,,
491,V. Birsa,30,184,81,Chievo Verona,25000,75,73,80,82,49,,,,,
492,I. Piatti,32,180,76,Montreal Impact,14000,77,81,73,85,52,,,,,
493,M. Berg,30,184,74,Sweden,0,75,79,63,74,29,,,,,
494,A. FernÃ¡ndez,31,178,74,Atlético Madrid,62000,69,70,77,79,68,,,,,
495,M. DÃ­az,30,166,63,U.N.A.M.,31000,61,66,80,77,75,,,,,
496,S. Tasci,30,186,81,Spartak Moscow,67000,66,41,64,66,81,,,,,
497,Nacho Monreal,31,179,72,Arsenal,110000,73,53,72,75,80,,,,,
498,Kiko Casilla,30,191,84,Real Madrid,120000,,,,,,75,83,80,41,82
499,Eder,30,179,73,Inter,80000,85,80,73,83,25,,,,,
500,J. Lens,29,178,73,Be?ikta? J.K.,17000,89,76,76,81,32,,,,,
501,I. TraorÃ©,29,171,61,Borussia MÃ¶nchengladbach,48000,88,72,77,84,39,,,,,
502,R. Thomas,29,193,84,Angers SCO,32000,54,34,58,47,80,,,,,
503,Mikel San JosÃ©,28,187,79,Athletic Club de Bilbao,33000,43,70,70,70,79,,,,,
504,Luiz Gustavo,29,187,78,Olympique de Marseille,37000,64,59,68,69,80,,,,,
505,I. Smolnikov,28,178,70,Zenit St. Petersburg,71000,87,61,75,73,76,,,,,
506,M. Schmelzer,29,181,74,Borussia Dortmund,63000,80,51,69,66,79,,,,,
507,S. RondÃ³n,27,186,86,West Bromwich Albion,89000,75,77,56,74,31,,,,,
508,Iago FalquÃ©,27,174,69,Torino,61000,79,72,78,84,35,,,,,
509,E. Salvio,26,173,77,SL Benfica,17000,87,74,74,80,44,,,,,
510,Maicon,28,191,89,Galatasaray SK,68000,63,55,65,54,81,,,,,
511,F. Orellana,31,171,70,Valencia CF,40000,80,73,76,83,32,,,,,
512,M. Gonalons,28,187,76,Roma,71000,66,61,69,69,80,,,,,
513,Neto,27,190,84,Valencia CF,30000,,,,,,84,80,74,51,74
514,D. TadiÄ,28,181,76,Southampton,98000,70,67,80,83,37,,,,,
515,P. HernÃ¡ndez,30,185,81,RC Celta,32000,71,71,75,78,64,,,,,
516,J. IliÄiÄ,29,190,79,Atalanta,42000,70,82,80,81,35,,,,,
517,V. Germain,27,180,73,Olympique de Marseille,42000,78,80,75,79,31,,,,,
518,Eric Botteghin,29,192,89,Feyenoord,22000,34,36,48,49,82,,,,,
519,O. Shatov,26,173,73,Zenit St. Petersburg,74000,88,73,77,82,47,,,,,
520,S. Gnabry,21,175,75,TSG 1899 Hoffenheim,81000,90,76,71,83,43,,,,,
521,A. Romagnoli,22,185,75,Milan,83000,66,34,52,63,81,,,,,
522,Diego Llorente,23,186,75,Real Sociedad,29000,61,40,62,61,80,,,,,
523,W. Cyprien,22,180,75,OGC Nice,37000,79,75,77,80,73,,,,,
524,A. Correa,22,173,69,Atlético Madrid,60000,82,80,65,86,49,,,,,
525,M. Dahoud,21,177,69,Borussia Dortmund,52000,73,65,77,81,62,,,,,
526,A. Areola,24,195,94,Paris Saint-Germain,54000,,,,,,81,77,70,53,74
527,K. Zouma,22,190,96,Stoke City,96000,67,50,58,55,79,,,,,
528,A. Milik,23,186,78,Napoli,71000,73,83,62,72,37,,,,,
529,A. PlÃ©a,24,181,79,OGC Nice,41000,81,80,75,76,41,,,,,
530,L. Vietto,23,173,70,Atlético Madrid,60000,75,78,72,85,36,,,,,
531,JoÃ£o Cancelo,23,182,74,Inter,31000,92,65,75,80,73,,,,,
532,M. Benassi,22,184,80,Fiorentina,64000,68,70,76,77,72,,,,,
533,M. Meyer,21,173,68,FC Schalke 04,38000,72,62,77,84,35,,,,,
534,L. Dendoncker,22,189,88,RSC Anderlecht,25000,68,71,76,69,77,,,,,
535,K. Coman,21,178,71,FC Bayern Munich,81000,92,75,72,82,19,,,,,
536,V. LindelÃ¶f,22,187,80,Manchester United,105000,70,48,62,61,79,,,,,
537,Oyarzabal,20,181,78,Real Sociedad,33000,73,73,76,80,33,,,,,
538,Paco AlcÃ¡cer,23,175,71,FC Barcelona,150000,73,78,62,76,30,,,,,
539,J. Stones,23,188,75,Manchester City,105000,71,35,67,71,80,,,,,
540,Ãliver Torres,22,175,63,FC Porto,17000,71,68,78,84,58,,,,,
541,E. Rigoni,24,178,74,Zenit St. Petersburg,64000,86,73,76,79,43,,,,,
542,Y. Cardinale,23,181,84,OGC Nice,26000,,,,,,78,75,75,46,80
543,L. Digne,23,178,74,FC Barcelona,125000,80,61,75,75,75,,,,,
544,D. SidibÃ©,24,182,71,AS Monaco,35000,80,67,74,75,76,,,,,
545,M. Depay,23,176,78,Olympique Lyonnais,71000,89,77,72,82,30,,,,,
546,Fernando,25,175,80,Spartak Moscow,64000,73,65,75,67,77,,,,,
547,J. Vestergaard,24,199,98,Borussia MÃ¶nchengladbach,36000,46,49,59,49,79,,,,,
548,D. Baselli,25,182,70,Torino,54000,70,73,79,80,63,,,,,
549,Bernard,24,164,57,Shakhtar Donetsk,1000,89,70,75,84,40,,,,,
550,L. Shaw,21,185,75,Manchester United,91000,82,51,71,77,76,,,,,
551,M. Arnold,23,184,74,VfL Wolfsburg,63000,67,80,74,77,66,,,,,
552,N. Tagliafico,24,172,67,Independiente,23000,88,55,66,76,78,,,,,
553,S. Boufal,23,170,60,Southampton,90000,82,71,73,86,36,,,,,
554,GayÃ ,22,172,64,Valencia CF,31000,86,58,75,77,75,,,,,
555,Anderson Talisca,23,191,80,Be?ikta? J.K.,15000,75,81,78,76,59,,,,,
556,C. Lenglet,22,186,81,Sevilla FC,19000,73,34,55,64,78,,,,,
557,F. Andone,24,180,78,Deportivo de La CoruÃ±a,31000,78,78,62,75,45,,,,,
558,J. Bruma,25,190,88,VfL Wolfsburg,63000,65,53,63,59,78,,,,,
559,F. Lejeune,26,190,81,Newcastle United,75000,49,57,59,60,78,,,,,
560,M. Gabbiadini,25,186,81,Southampton,98000,74,81,71,78,25,,,,,
561,J. Murillo,25,182,78,Valencia CF,64000,75,40,56,63,80,,,,,
562,S. Vrsaljko,25,183,73,Atlético Madrid,54000,81,55,73,73,77,,,,,
563,RubÃ©n Pardo,24,181,69,Real Sociedad,33000,67,68,78,79,61,,,,,
564,Bernat,24,170,67,FC Bayern Munich,81000,79,60,74,84,76,,,,,
565,Gerard Moreno,25,180,75,RCD Espanyol,39000,81,77,65,76,45,,,,,
566,H. ÃalhanoÄlu,23,178,76,Milan,92000,69,80,81,78,41,,,,,
567,E. Hysaj,23,182,70,Napoli,58000,81,51,66,73,77,,,,,
568,N. MaksimoviÄ,25,193,82,Napoli,64000,65,28,47,54,82,,,,,
569,M. AlmirÃ³n,23,175,63,Atlanta United,11000,89,73,74,79,56,,,,,
570,K. Papadopoulos,25,185,87,Hamburger SV,40000,62,42,49,48,78,,,,,
571,Canales,26,180,74,Real Sociedad,37000,63,71,80,78,26,,,,,
572,A. LjajiÄ,25,182,74,Torino,58000,80,74,76,85,32,,,,,
573,J. Zoet,26,189,88,PSV,17000,,,,,,80,76,77,50,78
574,Keko,25,172,68,MÃ¡laga CF,31000,79,69,78,81,43,,,,,
575,B. Martins Indi,25,185,76,Stoke City,71000,57,42,59,57,79,,,,,
576,E. Ãolak,26,169,65,Deportivo de La CoruÃ±a,32000,73,75,78,82,44,,,,,
577,R. Saponara,25,184,73,Fiorentina,6000,75,67,79,81,33,,,,,
578,CÃ©dric,25,172,67,Southampton,82000,82,67,72,76,76,,,,,
579,F. Ghoulam,26,188,80,Napoli,68000,80,64,71,73,76,,,,,
580,P. Ntep,24,180,75,VfL Wolfsburg,63000,89,74,73,83,26,,,,,
581,N. Sansone,25,175,68,Villarreal CF,43000,83,80,73,83,35,,,,,
582,C. Kramer,26,191,76,Borussia MÃ¶nchengladbach,42000,53,47,69,73,76,,,,,
583,W. Orban,24,186,82,RB Leipzig,57000,54,34,52,58,79,,,,,
584,S. Kritsyuk,26,192,85,FC Krasnodar,40000,,,,,,78,79,73,48,76
585,I. Marcone,27,183,83,Club Atlético Lanús,23000,49,58,70,68,76,,,,,
586,D. Zappacosta,25,182,70,Chelsea,110000,82,66,70,75,75,,,,,
587,M. AcuÃ±a,25,172,69,Sporting CP,22000,84,72,78,80,57,,,,,
588,M. CampaÃ±a,28,187,86,Independiente,23000,,,,,,82,75,72,44,78
589,V. Moses,26,177,79,Chelsea,115000,83,71,72,82,69,,,,,
590,A. Kokorin,26,181,74,Zenit St. Petersburg,80000,84,76,71,80,44,,,,,
591,Y. MallÄ±,25,179,72,VfL Wolfsburg,69000,76,71,78,82,34,,,,,
592,Oriol Romeu,25,183,83,Southampton,82000,57,39,65,64,78,,,,,
593,N. JÃ¸rgensen,26,190,83,Feyenoord,25000,77,78,71,76,37,,,,,
594,L. Tonelli,27,183,78,Napoli,68000,74,31,44,59,82,,,,,
595,Gabriel Paulista,26,187,72,Valencia CF,37000,66,49,65,63,80,,,,,
596,S. SanÃ©,26,196,85,Hannover 96,47000,65,48,62,66,78,,,,,
597,ZÃ© LuÃ­s,26,184,87,Spartak Moscow,80000,81,74,59,78,28,,,,,
598,Soares,26,187,82,FC Porto,21000,85,76,59,75,43,,,,,
599,H. Herrera,27,183,72,FC Porto,19000,74,70,71,74,73,,,,,
600,W. Reid,28,190,87,West Ham United,105000,69,52,49,50,80,,,,,
601,Bojan,26,170,65,Deportivo AlavÃ©s,82000,76,72,76,78,25,,,,,
602,Fabricio,29,185,67,Be?ikta? J.K.,48000,,,,,,78,80,79,61,77
603,D. Drinkwater,27,177,70,Chelsea,125000,66,65,75,76,74,,,,,
604,R. Zieler,28,188,83,VfB Stuttgart,27000,,,,,,79,80,70,48,77
605,V. Babacan,28,192,86,Medipol BaÅakÅehir FK,28000,,,,,,80,77,68,56,81
606,G. Bou,27,177,75,Club Tijuana,34000,76,78,69,78,30,,,,,
607,F. Coquelin,26,178,74,Arsenal,110000,66,52,67,75,78,,,,,
608,S. Corchia,26,175,67,Sevilla FC,22000,77,65,75,76,77,,,,,
609,P. Jones,25,185,71,Manchester United,115000,58,56,64,61,79,,,,,
610,P. Herrmann,26,179,70,Borussia MÃ¶nchengladbach,46000,87,75,74,81,35,,,,,
611,V. Darida,26,171,64,Hertha BSC,38000,69,74,78,81,63,,,,,
612,L. LÃ³pez,27,188,82,SL Benfica,16000,66,51,50,63,79,,,,,
613,G. Barry,36,183,78,West Bromwich Albion,53000,32,65,79,68,78,,,,,
614,A. Pirlo,38,177,68,New York City FC,10000,33,64,89,75,46,,,,,
615,T. RosickÃ½,36,179,72,Sparta Praha,1000,73,70,79,82,43,,,,,
616,S. Sorrentino,38,186,86,Chievo Verona,12000,,,,,,80,80,65,37,82
617,R. Adler,32,191,87,1. FSV Mainz 05,28000,,,,,,78,77,70,41,80
618,D. Baier,33,176,77,FC Augsburg,32000,56,55,79,77,74,,,,,
619,M. Vorm,33,184,84,Tottenham Hotspur,74000,,,,,,78,76,72,58,75
620,VÃ¡gner Love,33,171,72,Alanyaspor,24000,74,79,63,78,34,,,,,
621,W. Caballero,35,186,80,Chelsea,59000,,,,,,80,76,73,46,78
622,G. Ochoa,31,185,78,Standard de LiÃ¨ge,18000,,,,,,76,69,78,49,78
623,P. Zabaleta,32,178,74,West Ham United,99000,61,56,70,73,81,,,,,
624,A. Pyatov,33,190,84,Shakhtar Donetsk,1000,,,,,,75,74,82,44,81
625,Negredo,31,186,82,Be?ikta? J.K.,67000,63,80,66,71,39,,,,,
626,Xabi Prieto,33,187,76,Real Sociedad,37000,48,75,84,75,46,,,,,
627,A. Samedov,32,177,72,Spartak Moscow,74000,80,74,79,76,50,,,,,
628,I. Denisov,33,176,70,Lokomotiv Moscow,50000,66,65,73,75,77,,,,,
629,I. Akinfeev,31,186,82,PFC CSKA Moscow,42000,,,,,,77,72,78,50,82
630,V. Berezutskiy,35,189,87,PFC CSKA Moscow,37000,52,39,67,46,82,,,,,
631,LuisÃ£o,36,195,91,SL Benfica,11000,33,50,55,51,80,,,,,
632,B. Gomis,31,184,77,Galatasaray SK,77000,67,80,65,72,41,,,,,
633,Jurado,31,174,76,RCD Espanyol,37000,70,76,80,81,29,,,,,
634,M. Krohn-Dehli,34,170,68,Sevilla FC,24000,67,75,82,78,64,,,,,
635,D. Abraham,30,188,83,Eintracht Frankfurt,35000,80,56,61,52,79,,,,,
636,S. Radu,30,183,79,Lazio,54000,72,64,65,68,84,,,,,
637,N. Pareja,33,181,74,Sevilla FC,22000,38,60,70,65,79,,,,,
638,Danilo,33,184,76,Udinese,34000,51,39,49,52,84,,,,,
639,Y. Cabaye,31,174,70,Crystal Palace,69000,63,73,78,75,73,,,,,
640,A. Gyan,31,180,77,Kayserispor,24000,77,78,70,75,31,,,,,
641,S. Sirigu,30,192,80,Torino,41000,,,,,,79,76,73,51,77
642,J. Evans,29,188,77,West Bromwich Albion,78000,65,32,59,52,80,,,,,
643,R. Shawcross,29,191,76,Stoke City,78000,49,44,52,50,80,,,,,
644,G. dos Santos,28,175,74,LA Galaxy,15000,86,78,73,82,29,,,,,
645,Gervinho,30,179,66,CÃ´te d'Ivoire,0,92,69,70,81,28,,,,,
646,N. Åahin,28,180,73,Borussia Dortmund,63000,54,67,83,80,72,,,,,
647,JosÃ© Fonte,33,187,81,West Ham United,99000,43,35,52,60,79,,,,,
648,D. Valeri,31,178,75,Portland Timbers,13000,62,78,79,76,36,,,,,
649,D. Zurutuza,30,186,79,Real Sociedad,37000,68,72,76,78,71,,,,,
650,C. Ansaldi,30,181,76,Torino,68000,80,59,75,79,76,,,,,
651,Z. JunuzoviÄ,29,172,69,SV Werder Bremen,40000,78,74,80,81,67,,,,,
652,Lucas Leiva,30,179,73,Lazio,54000,45,39,69,71,78,,,,,
653,D. Ospina,28,183,80,Arsenal,91000,,,,,,83,71,78,34,77
654,A. Ayew,27,176,72,West Ham United,110000,75,74,75,79,56,,,,,
655,P. Wernbloom,31,187,85,PFC CSKA Moscow,52000,56,67,67,67,80,,,,,
656,M. Fellaini,29,194,85,Manchester United,130000,50,72,70,73,75,,,,,
657,F. Johnson,29,183,74,Borussia MÃ¶nchengladbach,48000,87,67,76,78,70,,,,,
658,S. PrÃ¶dl,30,196,97,Watford,63000,37,36,50,40,80,,,,,
