,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
330,A. Areola,25,195,94,Paris Saint-Germain,61000,,,,,,83,78,70,53,77
331,J. Murillo,26,182,78,Valencia CF,41000,76,40,59,63,80,,,,,
332,M. Batshuayi,24,185,78,Valencia CF,115000,76,81,59,78,33,,,,,
333,E. Hysaj,24,182,70,Napoli,58000,81,51,68,76,79,,,,,
334,FabiÃ¡n,22,189,70,Napoli,64000,68,77,76,80,74,,,,,
335,R. BÃ¼rki,27,187,85,Borussia Dortmund,46000,,,,,,86,78,73,50,76
336,S. Aurier,25,176,76,Tottenham Hotspur,87000,78,62,74,77,78,,,,,
337,G. Xhaka,25,185,82,Arsenal,115000,48,65,79,71,69,,,,,
338,B. Lecomte,27,186,78,Montpellier HSC,27000,,,,,,81,76,79,42,81
339,S. Vrsaljko,26,181,76,Inter,57000,80,55,74,75,78,,,,,
340,M. Sabitzer,24,177,74,RB Leipzig,54000,80,80,74,80,56,,,,,
341,M. NastasiÄ,25,188,83,FC Schalke 04,36000,69,32,62,54,82,,,,,
342,A. RÃ¼diger,25,190,85,Chelsea,105000,73,40,67,63,81,,,,,
343,B. Davies,25,182,76,Tottenham Hotspur,87000,75,58,76,76,79,,,,,
344,J. MartÃ­nez,25,170,69,Atlanta United,14000,91,78,61,78,25,,,,,
345,JoÃ£o MÃ¡rio,25,179,73,Inter,71000,72,69,79,82,64,,,,,
346,S. El Shaarawy,25,178,72,Roma,77000,87,76,71,84,42,,,,,
347,J. Corona,25,173,62,FC Porto,18000,83,72,74,88,46,,,,,
348,J. Matip,26,195,90,Liverpool,110000,63,46,68,65,82,,,,,
349,J. Cillessen,29,185,83,FC Barcelona,125000,,,,,,79,83,74,52,81
350,K. Volland,25,179,81,Bayer 04 Leverkusen,76000,77,81,78,79,41,,,,,
351,Deulofeu,24,177,73,Watford,60000,89,70,75,87,30,,,,,
352,T. Hazard,25,174,69,Borussia M�nchengladbach,36000,81,74,79,85,39,,,,,
353,C. Smalling,28,194,81,Manchester United,130000,68,47,55,58,81,,,,,
354,X. Shaqiri,26,169,72,Liverpool,130000,80,77,80,85,46,,,,,
355,D. Lovren,28,188,84,Liverpool,115000,55,40,59,62,81,,,,,
356,Pablo Sarabia,26,174,70,Sevilla FC,24000,74,75,82,84,42,,,,,
357,F. Ghoulam,27,184,80,Napoli,68000,77,64,77,78,78,,,,,
358,C. Kramer,27,191,76,Borussia M�nchengladbach,35000,52,47,71,73,78,,,,,
359,J. Mathieu,34,189,84,Sporting CP,18000,71,64,72,62,84,,,,,
360,J. Milner,32,175,70,Liverpool,120000,62,70,82,76,76,,,,,
361,Raffael,33,174,69,Borussia M�nchengladbach,41000,70,77,80,86,44,,,,,
362,M. GÃ³mez,32,189,89,VfB Stuttgart,50000,66,80,62,72,36,,,,,
363,H. Herrera,28,183,72,FC Porto,20000,72,73,73,75,78,,,,,
364,Manuel Fernandes,32,176,75,Lokomotiv Moscow,1000,79,76,79,84,66,,,,,
365,B. Gomis,32,184,77,Al Hilal,56000,70,82,65,75,36,,,,,
366,Borja Valero,33,175,73,Inter,74000,53,69,84,84,66,,,,,
367,JoÃ£o Moutinho,31,170,61,Wolverhampton Wanderers,85000,62,76,81,80,70,,,,,
368,G. Cahill,32,193,86,Chelsea,110000,47,58,53,59,83,,,,,
369,M. Å krtel,33,191,81,Fenerbah�e SK,73000,59,38,50,52,81,,,,,
370,Renato Augusto,30,186,86,Beijing Sinobo Guoan FC,28000,67,73,79,79,71,,,,,
371,C. Vela,29,177,77,Los Angeles FC,15000,79,79,77,82,32,,,,,
372,D. Criscito,31,183,75,Genoa,23000,77,61,78,72,80,,,,,
373,A. Candreva,31,180,70,Inter,74000,78,79,78,81,61,,,,,
374,L. Piszczek,33,184,79,Borussia Dortmund,57000,80,68,74,73,81,,,,,
375,K. Boateng,31,186,86,Sassuolo,65000,66,79,78,80,70,,,,,
376,Pedro LeÃ³n,31,183,73,SD Eibar,32000,63,78,85,82,45,,,,,
377,K. Gameiro,31,172,70,Valencia CF,48000,85,81,75,77,43,,,,,
378,M. Valbuena,33,167,63,Fenerbah�e SK,86000,80,75,80,83,34,,,,,
379,S. Bender,29,186,80,Bayer 04 Leverkusen,69000,69,51,61,60,83,,,,,
380,B. HÃ¶wedes,30,188,77,Lokomotiv Moscow,1000,52,47,62,62,82,,,,,
381,Marcelo,31,191,85,Olympique Lyonnais,68000,54,49,61,58,81,,,,,
382,A. Lallana,30,178,73,Liverpool,120000,69,73,80,82,64,,,,,
383,A. Modeste,30,187,84,Tianjin Quanjian FC,36000,77,80,63,72,35,,,,,
384,F. Muslera,32,190,74,Galatasaray SK,52000,,,,,,81,75,75,61,81
385,D. Perotti,29,179,70,Roma,84000,81,70,78,87,42,,,,,
386,Bruno,34,184,73,Villarreal CF,42000,36,71,79,72,79,,,,,
387,G. SigurÃ°sson,28,186,82,Everton,115000,59,80,84,79,56,,,,,
388,L. Stindl,29,181,80,Borussia M�nchengladbach,43000,70,81,79,79,59,,,,,
389,F. Smolov,28,187,80,Lokomotiv Moscow,1000,86,82,70,76,32,,,,,
390,S. Rudy,28,179,74,FC Schalke 04,43000,67,68,80,80,78,,,,,
391,Hulk,31,180,85,Shanghai SIPG FC,25000,80,86,76,79,48,,,,,
392,Iborra,30,190,91,Leicester City,75000,37,71,75,70,79,,,,,
393,Guaita,31,190,80,Crystal Palace,51000,,,,,,82,81,80,52,79
394,E. Salvio,27,172,77,SL Benfica,19000,88,77,75,84,58,,,,,
395,Maicon,29,191,89,Galatasaray SK,68000,62,55,66,54,82,,,,,
396,G. Medel,30,171,65,Be?ikta? J.K.,56000,71,47,68,69,81,,,,,
397,S. Verdi,25,171,61,Napoli,77000,87,73,81,85,48,,,,,
398,C. ArÃ¡nguiz,29,171,71,Bayer 04 Leverkusen,76000,72,71,81,78,71,,,,,
399,W. Ben Yedder,27,170,68,Sevilla FC,26000,85,78,74,84,39,,,,,
400,Vitolo,28,185,79,Atl�tico Madrid,65000,77,76,78,81,41,,,,,
401,J. IliÄiÄ,30,190,79,Atalanta,41000,69,82,80,81,43,,,,,
402,S. SanÃ©,27,196,85,FC Schalke 04,38000,65,49,64,65,82,,,,,
403,Morales,30,180,70,Levante UD,33000,87,77,75,83,57,,,,,
404,Laure Santeiro,30,171,63,Fluminense,40000,82,72,77,83,26,,,,,
405,M. de Ligt,18,188,89,Ajax,9000,68,58,66,65,80,,,,,
406,Odriozola,22,176,66,Real Madrid,115000,81,53,71,73,79,,,,,
407,A. Milik,24,186,78,Napoli,66000,72,83,62,74,39,,,,,
408,P. ZieliÅski,24,180,75,Napoli,60000,83,70,79,83,69,,,,,
409,T. Strakosha,23,193,78,Lazio,34000,,,,,,81,77,75,44,77
410,Oyarzabal,21,181,78,Real Sociedad,29000,73,75,78,82,38,,,,,
411,Carlos Soler,21,180,76,Valencia CF,31000,76,74,81,79,62,,,,,
412,A. Correa,23,171,68,Atl�tico Madrid,51000,80,80,71,86,54,,,,,
413,M. Caldara,24,187,80,Milan,73000,67,34,46,63,83,,,,,
414,H. Lozano,22,175,70,PSV,20000,93,75,72,82,41,,,,,
415,J. Weigl,22,186,72,Borussia Dortmund,45000,68,47,74,76,77,,,,,
416,G. Lo Celso,22,175,70,Real Betis,72000,74,74,79,81,64,,,,,
417,B. Pavard,22,186,76,VfB Stuttgart,33000,71,46,71,70,81,,,,,
418,NÃ©lson Semedo,24,177,67,FC Barcelona,115000,92,57,67,80,73,,,,,
419,A. Oxlade-Chamberlain,24,175,70,Liverpool,94000,85,73,78,84,66,,,,,
420,HÃ©ctor BellerÃ­n,23,178,74,Arsenal,85000,93,51,69,77,75,,,,,
421,J. Brooks,25,193,78,VfL Wolfsburg,46000,72,39,58,64,82,,,,,
422,L. Paredes,24,180,75,Argentina,0,72,67,81,79,72,,,,,
423,E. Can,24,184,82,Juventus,91000,71,68,77,77,80,,,,,
424,M. Sanson,23,180,73,Olympique de Marseille,47000,75,74,79,78,73,,,,,
425,AndrÃ© Gomes,24,188,84,Everton,130000,65,69,77,77,73,,,,,
426,Santi Mina,22,181,77,Valencia CF,40000,79,78,68,80,51,,,,,
427,Rony Lopes,22,174,68,AS Monaco,65000,79,76,77,82,30,,,,,
428,K. BaldÃ©,23,181,80,Inter,65000,92,76,72,83,29,,,,,
429,T. Bakayoko,23,189,85,Milan,85000,68,48,69,74,78,,,,,
430,Mariano,24,180,76,Real Madrid,140000,85,81,62,75,45,,,,,
431,C. PavÃ³n,22,174,76,Boca Juniors,29000,91,76,75,80,47,,,,,
432,W. Ndidi,21,183,74,Leicester City,50000,73,63,65,73,83,,,,,
433,M. GÃ³mez,21,186,84,RC Celta,25000,63,81,65,72,31,,,,,
434,E. Dier,24,188,90,Tottenham Hotspur,73000,65,63,72,65,82,,,,,
435,Sergio Rico,24,194,88,Fulham,14000,,,,,,77,79,77,52,80
436,H. ÃalhanoÄlu,24,178,76,Milan,89000,71,75,83,84,59,,,,,
437,K. Demirbay,24,182,72,TSG 1899 Hoffenheim,37000,67,73,80,82,59,,,,,
438,F. Cervi,24,165,62,SL Benfica,16000,91,67,74,86,50,,,,,
439,M. AlmirÃ³n,24,175,63,Atlanta United,11000,89,74,75,80,48,,,,,
440,Muniain,25,169,63,Athletic Club de Bilbao,31000,79,71,73,85,51,,,,,
441,J. Zoet,27,189,88,PSV,16000,,,,,,79,77,77,50,79
442,R. RodrÃ­guez,25,180,77,Milan,81000,73,67,79,76,78,,,,,
443,J. Tarkowski,25,192,81,Burnley,56000,59,43,67,66,80,,,,,
444,N. Pope,26,200,76,Burnley,48000,,,,,,79,80,74,48,80
445,S. KolaÅ¡inac,25,183,85,Arsenal,94000,72,62,65,70,77,,,,,
446,M. BrozoviÄ,25,181,68,Inter,60000,70,73,80,80,74,,,,,
447,M. Politano,24,171,67,Inter,58000,84,75,74,83,29,,,,,
448,F. Balbuena,26,188,85,West Ham United,80000,61,40,51,50,81,,,,,
449,V. Wanyama,27,184,87,Tottenham Hotspur,86000,58,65,69,73,80,,,,,
450,J. Wilshere,26,172,68,West Ham United,88000,68,68,80,81,63,,,,,
451,K. Vogt,26,194,85,TSG 1899 Hoffenheim,39000,76,57,71,67,80,,,,,
452,V. Aboubakar,26,184,82,FC Porto,19000,80,79,71,79,36,,,,,
453,D. SidibÃ©,25,182,81,AS Monaco,65000,79,63,76,76,76,,,,,
454,A. PlÃ©a,25,181,79,Borussia M�nchengladbach,37000,83,81,75,78,39,,,,,
455,M. Ginter,24,188,83,Borussia M�nchengladbach,28000,64,58,68,65,82,,,,,
456,E. Lamela,26,184,80,Tottenham Hotspur,94000,75,77,80,82,47,,,,,
457,M. Sakho,28,187,83,Crystal Palace,62000,52,33,63,55,78,,,,,
458,Camacho,28,183,75,VfL Wolfsburg,51000,59,60,70,69,81,,,,,
459,K. Trapp,27,189,86,Eintracht Frankfurt,61000,,,,,,79,74,77,49,82
460,N. Clyne,27,175,67,Liverpool,99000,78,61,70,77,79,,,,,
461,A. LjajiÄ,26,182,74,Be?ikta? J.K.,52000,79,73,76,85,37,,,,,
462,Mario Gaspar,27,182,74,Villarreal CF,35000,78,70,71,73,79,,,,,
463,C. Tosun,27,183,78,Everton,115000,74,80,66,77,36,,,,,
464,Hugo Mallo,27,174,72,RC Celta,27000,71,40,70,74,76,,,,,
465,P. Jones,26,185,71,Manchester United,115000,57,53,62,61,80,,,,,
466,L. Muriel,27,179,79,Sevilla FC,24000,88,75,68,84,27,,,,,
467,M. Uth,26,185,72,FC Schalke 04,42000,76,84,69,77,34,,,,,
468,J. Vestergaard,25,199,98,Southampton,51000,38,49,62,47,82,,,,,
469,Portu,26,178,70,Girona FC,37000,82,77,75,81,60,,,,,
470,Bernard,25,164,60,Everton,97000,90,69,75,84,38,,,,,
471,M. Vecino,26,187,81,Inter,63000,71,68,77,81,76,,,,,
472,K. Toko-Ekambi,25,185,74,Villarreal CF,41000,84,79,68,80,27,,,,,
473,M. AcuÃ±a,26,172,69,Sporting CP,18000,77,74,79,84,66,,,,,
474,Y. TourÃ©,35,188,90,Olympiacos CFP,1000,54,79,79,74,67,,,,,
475,S. Sorrentino,39,186,85,Chievo Verona,10000,,,,,,81,82,66,37,82
476,Fernando Torres,34,186,79,Sagan Tosu,10000,75,77,71,77,32,,,,,
477,W. Rooney,32,176,83,DC United,13000,65,81,81,75,55,,,,,
478,S. Lichtsteiner,34,182,76,Arsenal,99000,71,58,72,76,79,,,,,
479,MoyÃ¡,34,188,83,Real Sociedad,26000,,,,,,84,77,81,39,80
480,B. Schweinsteiger,33,183,79,Chicago Fire,12000,37,75,80,73,77,,,,,
481,Nani,31,177,68,Sporting CP,18000,77,76,78,86,35,,,,,
482,D. Srna,36,178,72,Cagliari,27000,73,75,85,75,77,,,,,
483,A. Mirante,34,193,79,Roma,51000,,,,,,82,80,64,43,78
484,J. Mascherano,34,174,73,Hebei China Fortune FC,20000,65,53,71,68,80,,,,,
485,Santi Cazorla,33,168,66,Villarreal CF,39000,51,74,85,83,60,,,,,
486,Diego LÃ³pez,36,196,89,RCD Espanyol,17000,,,,,,75,81,74,44,81
487,Juanfran,33,181,71,Atl�tico Madrid,53000,81,58,74,77,76,,,,,
488,I. Denisov,34,176,70,Lokomotiv Moscow,1000,66,65,73,75,78,,,,,
489,I. Akinfeev,32,186,78,PFC CSKA Moscow,1000,,,,,,77,72,78,50,82
490,A. Young,32,175,65,Manchester United,115000,75,68,79,78,74,,,,,
491,A. Gignac,32,187,91,Tigres U.A.N.L.,70000,70,82,71,71,43,,,,,
492,A. Granqvist,33,192,84,Sweden,0,48,58,59,55,82,,,,,
493,Dante,34,188,85,OGC Nice,37000,40,52,67,63,81,,,,,
494,L. Perrin,32,181,80,AS Saint-�tienne,37000,63,58,69,67,81,,,,,
495,F. Quagliarella,35,180,79,Sampdoria,36000,70,85,72,77,30,,,,,
496,T. Heaton,32,187,92,Burnley,48000,,,,,,80,80,75,55,80
497,L. Diarra,33,174,74,Paris Saint-Germain,75000,69,52,70,77,77,,,,,
498,L. FabiaÅski,33,190,83,West Ham United,65000,,,,,,78,83,70,48,79
499,S. Radu,31,183,79,Lazio,51000,69,64,65,68,84,,,,,
500,D. Rose,27,174,76,Tottenham Hotspur,86000,76,62,73,77,79,,,,,
501,S. Defour,30,175,72,Burnley,65000,64,71,79,78,76,,,,,
502,RaÃºl GarcÃ­a,31,184,84,Athletic Club de Bilbao,30000,53,80,77,79,72,,,,,
503,D. Sturridge,28,180,76,Liverpool,125000,75,81,68,78,23,,,,,
504,D. Valeri,32,178,75,Portland Timbers,12000,61,82,79,78,40,,,,,
505,S. Romero,31,192,87,Manchester United,91000,,,,,,78,76,81,45,77
506,V. Birsa,31,184,81,Chievo Verona,23000,72,73,80,82,56,,,,,
507,I. Piatti,33,180,76,Montreal Impact,13000,76,81,74,85,56,,,,,
508,A. FernÃ¡ndez,32,177,73,Beijing Renhe FC,20000,70,70,77,79,71,,,,,
509,BeÃ±at,31,177,76,Athletic Club de Bilbao,30000,51,74,82,74,66,,,,,
510,Nacho Monreal,32,179,72,Arsenal,99000,69,60,71,74,80,,,,,
511,Ãngel,31,172,68,Getafe CF,33000,74,81,63,80,34,,,,,
512,Kiko Casilla,31,190,86,Real Madrid,110000,,,,,,75,83,80,41,82
513,Fabricio,30,185,67,Fulham,50000,,,,,,77,80,79,61,78
514,Antunes,31,175,69,Getafe CF,27000,78,69,76,76,76,,,,,
515,Alexandre Pato,28,180,81,Tianjin Quanjian FC,35000,85,77,68,80,32,,,,,
516,S. Coleman,29,177,67,Everton,97000,76,65,73,77,80,,,,,
517,S. JovetiÄ,28,183,79,AS Monaco,84000,73,80,77,82,35,,,,,
518,F. Delph,28,174,78,Manchester City,120000,73,70,76,80,77,,,,,
519,C. Stuani,31,186,72,Girona FC,41000,65,79,69,76,48,,,,,
520,M. Musacchio,27,180,73,Milan,85000,70,47,63,67,83,,,,,
521,S. Ulreich,29,192,84,FC Bayern Munich,61000,,,,,,79,72,69,40,80
522,A. Dzagoev,28,179,75,PFC CSKA Moscow,1000,77,74,78,78,70,,,,,
523,R. Boudebouz,28,177,74,Real Betis,31000,74,77,81,80,41,,,,,
524,N. Nkoulou,28,184,77,Torino,50000,69,44,65,71,80,,,,,
525,Susaeta,30,179,68,Athletic Club de Bilbao,33000,75,71,84,83,41,,,,,
526,B. Mee,28,183,82,Burnley,62000,63,38,61,65,80,,,,,
527,Iago FalquÃ©,28,174,69,Torino,59000,77,74,79,84,41,,,,,
528,Kike GarcÃ­a,28,186,79,SD Eibar,34000,68,80,62,76,38,,,,,
529,Y. Belhanda,28,179,75,Galatasaray SK,69000,74,76,78,84,57,,,,,
530,D. Didavi,28,180,77,VfB Stuttgart,44000,70,82,77,81,49,,,,,
531,A. Yarmolenko,28,190,83,West Ham United,92000,73,80,78,83,42,,,,,
532,Sergi Enrich,28,181,77,SD Eibar,34000,63,77,70,76,43,,,,,
533,Y. Rakitskyi,28,184,83,Shakhtar Donetsk,1000,72,68,76,72,80,,,,,
534,D. Caligiuri,30,182,80,FC Schalke 04,35000,78,76,78,80,71,,,,,
535,D. Vida,29,184,76,Be?ikta? J.K.,55000,76,40,59,60,82,,,,,
536,D. TadiÄ,29,181,76,Ajax,24000,68,69,81,83,39,,,,,
537,Nolito,31,175,72,Sevilla FC,24000,72,78,76,80,45,,,,,
538,Cristian Tello,26,178,65,Real Betis,30000,92,73,75,81,38,,,,,
539,M. Badelj,29,186,76,Lazio,53000,54,63,77,74,77,,,,,
540,M. Rojo,28,187,80,Manchester United,120000,69,60,69,66,79,,,,,
541,K. Bellarabi,28,184,80,Bayer 04 Leverkusen,71000,91,75,72,85,34,,,,,
542,E. Zahavi,30,182,71,Guangzhou R&F FC,22000,72,79,73,82,39,,,,,
543,T. Inui,30,169,63,Real Betis,30000,82,71,75,86,47,,,,,
544,Z. Feddal,28,191,83,Real Betis,29000,57,49,61,58,81,,,,,
545,T. Stepanenko,28,181,76,Shakhtar Donetsk,1000,67,61,72,69,78,,,,,
546,RaÃºl,28,187,81,SC Braga,19000,51,54,59,58,80,,,,,
547,M. Marega,27,186,83,FC Porto,19000,88,80,61,64,42,,,,,
548,Everton AndrÃ£o,34,177,75,Fluminense,34000,68,62,74,76,78,,,,,
549,Welington Dano,30,178,69,Cruzeiro,34000,79,54,76,78,75,,,,,
550,Y. Tielemans,21,176,72,AS Monaco,52000,53,79,80,77,68,,,,,
551,C. Pulisic,19,177,69,Borussia Dortmund,26000,91,69,71,85,36,,,,,
552,K. Havertz,19,188,82,Bayer 04 Leverkusen,31000,77,64,76,80,38,,,,,
553,RÃºben Neves,21,180,80,Wolverhampton Wanderers,56000,64,70,80,74,70,,,,,
554,Marcos Llorente,23,184,73,Real Madrid,110000,54,48,73,70,76,,,,,
555,David Neres,21,175,66,Ajax,18000,88,72,70,85,35,,,,,
556,Denis SuÃ¡rez,24,176,69,FC Barcelona,120000,77,72,80,83,59,,,,,
557,R. Zobnin,24,182,75,Spartak Moscow,1000,76,64,75,80,78,,,,,
558,M. Dahoud,22,178,68,Borussia Dortmund,48000,71,68,76,82,63,,,,,
559,L. MartÃ­nez,20,175,79,Inter,54000,83,77,60,78,37,,,,,
560,Raphinha,21,176,68,Sporting CP,13000,87,75,72,81,43,,,,,
561,V. Tsygankov,20,177,69,Dynamo Kyiv,1000,83,71,76,80,47,,,,,
562,M. Elyounoussi,23,178,70,Southampton,48000,82,72,76,80,39,,,,,
563,A. Sanabria,22,180,74,Real Betis,27000,78,75,70,81,34,,,,,
564,V. LindelÃ¶f,23,187,80,Manchester United,91000,72,48,71,69,78,,,,,
565,A. Golovin,22,180,69,AS Monaco,61000,82,72,76,84,67,,,,,
566,L. Tousart,21,185,83,Olympique Lyonnais,43000,71,55,66,70,79,,,,,
567,Paco AlcÃ¡cer,24,175,72,Borussia Dortmund,135000,70,78,62,75,37,,,,,
568,A. Mandi,26,184,78,Real Betis,26000,66,46,73,69,80,,,,,
569,L. Shaw,22,181,75,Manchester United,91000,83,54,72,79,76,,,,,
570,B. TraorÃ©,22,181,73,Olympique Lyonnais,63000,88,72,73,84,43,,,,,
571,N. AkÃ©,23,180,75,Bournemouth,55000,74,52,69,70,79,,,,,
572,GayÃ ,23,172,66,Valencia CF,31000,87,61,76,78,72,,,,,
573,N. Bentaleb,23,187,78,FC Schalke 04,32000,65,71,76,81,68,,,,,
574,Ricardo Horta,23,173,63,SC Braga,16000,76,75,75,81,42,,,,,
575,J. Lerma,23,179,70,Bournemouth,55000,75,65,72,73,78,,,,,
576,J. Gbamin,22,186,83,1. FSV Mainz 05,26000,78,54,73,74,78,,,,,
577,M. Philipp,24,183,79,Borussia Dortmund,53000,82,80,71,83,43,,,,,
578,B. VerbiÄ,24,179,70,Dynamo Kyiv,1000,83,72,72,80,43,,,,,
579,Sergi Darder,24,180,71,RCD Espanyol,29000,51,64,77,78,65,,,,,
580,L. Karius,25,189,87,Be?ikta? J.K.,71000,,,,,,82,74,78,54,76
581,K. Rekik,23,186,79,Hertha BSC,26000,67,39,59,62,79,,,,,
582,Jonny,24,170,70,Wolverhampton Wanderers,43000,78,45,67,74,78,,,,,
583,Bruma,23,173,70,RB Leipzig,48000,92,73,71,86,32,,,,,
584,M. Meyer,22,173,68,Crystal Palace,53000,67,59,79,84,65,,,,,
585,SÃ©rgio Oliveira,26,181,72,FC Porto,17000,59,76,79,76,67,,,,,
586,R. Barkley,24,189,76,Chelsea,89000,70,72,76,81,54,,,,,
587,M. Gregoritsch,24,193,87,FC Augsburg,27000,67,80,73,74,40,,,,,
588,J. Guidetti,26,185,79,Deportivo Alav�s,32000,65,80,68,75,43,,,,,
589,CampaÃ±a,25,179,70,Levante UD,28000,63,73,79,77,73,,,,,
590,L. Kurzawa,25,182,76,Paris Saint-Germain,68000,76,70,76,77,75,,,,,
591,L. Bittencourt,24,170,62,TSG 1899 Hoffenheim,35000,84,66,75,84,54,,,,,
592,D. Klaassen,25,179,70,SV Werder Bremen,32000,70,78,73,74,66,,,,,
593,D. Baselli,26,182,70,Torino,49000,72,73,79,80,66,,,,,
594,Leo Baptistao,25,181,72,RCD Espanyol,35000,77,76,69,79,33,,,,,
595,M. Keane,25,191,82,Everton,84000,62,49,63,66,79,,,,,
596,Pacheco,26,186,81,Deportivo Alav�s,22000,,,,,,78,76,68,45,80
597,N. Tagliafico,25,171,65,Ajax,19000,86,55,68,75,77,,,,,
598,L. Alario,25,184,79,Bayer 04 Leverkusen,67000,72,77,59,76,29,,,,,
599,Jemerson,25,184,77,AS Monaco,61000,67,35,51,59,81,,,,,
600,Rafa,25,172,66,SL Benfica,16000,92,64,73,85,35,,,,,
601,A. RebiÄ,24,185,78,Eintracht Frankfurt,39000,85,78,69,80,36,,,,,
602,G. Pezzella,27,186,81,Fiorentina,56000,52,49,47,56,80,,,,,
603,M. Ryan,26,184,82,Brighton & Hove Albion,41000,,,,,,80,74,84,52,78
604,M. van Ginkel,25,186,82,Chelsea,98000,66,77,77,75,70,,,,,
605,P. KadeÅÃ¡bek,26,182,81,TSG 1899 Hoffenheim,37000,81,43,73,74,73,,,,,
606,W. Orban,25,186,83,RB Leipzig,48000,52,36,51,55,79,,,,,
607,L. MilivojeviÄ,27,186,80,Crystal Palace,56000,56,65,74,67,77,,,,,
608,Omar Mascarell,25,181,76,FC Schalke 04,32000,64,62,72,76,75,,,,,
609,R. CenturiÃ³n,25,174,74,Racing Club,25000,90,70,70,84,37,,,,,
610,D. Zappacosta,26,182,70,Chelsea,94000,77,66,72,75,76,,,,,
611,A. Lunev,26,189,80,Russia,0,,,,,,80,73,65,56,77
612,Sidnei,28,188,88,Real Betis,27000,60,50,58,62,78,,,,,
613,R. Zieler,29,188,81,VfB Stuttgart,32000,,,,,,74,79,70,48,80
614,Y. M'Vila,28,182,80,AS Saint-�tienne,36000,71,60,75,74,74,,,,,
615,F. Coquelin,27,177,74,Valencia CF,36000,71,58,68,76,78,,,,,
616,Ricardo Goulart,27,181,80,Guangzhou Evergrande Taobao FC,25000,78,76,76,78,41,,,,,
617,Y. MallÄ±,26,179,72,VfL Wolfsburg,50000,74,72,77,81,33,,,,,
618,T. Delaney,26,182,79,Borussia Dortmund,55000,75,73,75,74,78,,,,,
619,T. Cairney,27,185,83,Fulham,64000,65,74,79,80,62,,,,,
620,J. Guilavogui,27,188,77,VfL Wolfsburg,46000,69,59,67,67,81,,,,,
621,Danilo,26,184,78,Manchester City,110000,75,70,73,74,77,,,,,
622,S. Berghuis,26,182,72,Feyenoord,20000,77,78,77,81,36,,,,,
623,G. RamÃ­rez,27,183,77,Sampdoria,41000,69,75,79,80,39,,,,,
624,J. Gouweleeuw,26,188,78,FC Augsburg,28000,72,58,65,63,80,,,,,
625,D. Demme,26,170,68,RB Leipzig,50000,60,39,75,76,74,,,,,
626,Ãlvaro,28,183,75,Villarreal CF,35000,73,30,55,58,78,,,,,
627,ZÃ© LuÃ­s,27,184,88,Spartak Moscow,1000,81,73,60,78,33,,,,,
628,IÃ±igo MartÃ­nez,27,182,77,Athletic Club de Bilbao,26000,73,56,63,61,78,,,,,
629,I. Marcone,28,183,83,Cruz Azul,31000,43,58,72,69,76,,,,,
630,R. Battaglia,26,187,79,Sporting CP,17000,68,68,68,73,81,,,,,
631,M. CampaÃ±a,29,185,75,Independiente,21000,,,,,,81,75,74,44,80
632,M. DmitroviÄ,26,194,90,SD Eibar,21000,,,,,,74,79,78,37,81
633,Soares,27,187,82,FC Porto,18000,83,75,59,75,48,,,,,
634,E. Adebayor,34,192,82,Medipol Ba?ak?ehir FK,34000,69,76,66,71,32,,,,,
635,R. Adler,33,191,85,1. FSV Mainz 05,25000,,,,,,78,77,70,37,81
636,B. YÄ±lmaz,32,188,77,Trabzonspor,41000,80,81,65,69,34,,,,,
637,D. Baier,34,176,78,FC Augsburg,28000,48,55,78,76,74,,,,,
638,JesÃºs Navas,32,170,60,Sevilla FC,21000,86,68,75,81,61,,,,,
639,R. Babel,31,185,85,Be?ikta? J.K.,55000,82,79,70,80,36,,,,,
640,J. FarfÃ¡n,33,178,84,Lokomotiv Moscow,1000,84,77,78,77,35,,,,,
641,S. Kalou,32,184,77,Hertha BSC,34000,66,79,73,85,43,,,,,
642,E. Lavezzi,33,173,75,Hebei China Fortune FC,22000,84,79,78,83,40,,,,,
643,D. Abraham,31,189,84,Eintracht Frankfurt,37000,78,56,61,52,79,,,,,
644,H. Ben Arfa,31,178,74,Stade Rennais FC,38000,73,73,76,83,31,,,,,
645,Charles,34,177,75,SD Eibar,31000,61,80,59,81,35,,,,,
646,T. Walcott,29,176,68,Everton,105000,89,73,71,80,39,,,,,
647,A. Masiello,32,184,82,Atalanta,30000,56,37,57,58,81,,,,,
648,R. Bertrand,28,179,85,Southampton,53000,77,53,71,76,77,,,,,
649,J. Cork,29,184,75,Burnley,64000,55,64,76,75,79,,,,,
650,N. Åahin,29,180,73,SV Werder Bremen,32000,37,69,82,77,75,,,,,
651,FÃ¡bio CoentrÃ£o,30,179,66,Rio Ave FC,12000,75,63,73,79,74,,,,,
652,A. BegoviÄ,31,199,83,Bournemouth,52000,,,,,,80,80,72,55,77
653,S. Mignolet,30,193,87,Liverpool,76000,,,,,,80,74,64,51,76
654,C. Bravo,35,184,80,Manchester City,56000,,,,,,79,79,85,56,75
655,P. Wernbloom,32,187,85,PAOK,1000,58,72,67,68,79,,,,,
656,M. Fellaini,30,194,85,Manchester United,120000,45,72,71,71,75,,,,,
657,M. Schneiderlin,28,185,75,Everton,92000,58,60,72,74,77,,,,,
658,J. HernÃ¡ndez,30,175,73,West Ham United,90000,73,78,64,75,31,,,,,
